,post_id,likes_count,reposts_count,comments_count,time
528,409455.0,568.0,11.0,66.0,1478374265.0
529,409400.0,618.0,23.0,41.0,1478371889.0
530,409397.0,975.0,21.0,26.0,1478371833.0
531,409393.0,590.0,6.0,28.0,1478371769.0
532,409368.0,382.0,9.0,26.0,1478367754.0
533,409265.0,779.0,7.0,51.0,1478348962.0
534,409247.0,292.0,10.0,36.0,1478348478.0
535,409193.0,61.0,7.0,15.0,1478322495.0
536,409166.0,1162.0,33.0,35.0,1478317245.0
537,409050.0,715.0,13.0,56.0,1478279915.0
538,409035.0,741.0,11.0,34.0,1478279781.0
539,409034.0,278.0,2.0,25.0,1478279760.0
540,408961.0,155.0,8.0,33.0,1478257988.0
541,408925.0,57.0,1.0,17.0,1478247193.0
542,408888.0,1106.0,34.0,33.0,1478243830.0
543,408843.0,779.0,13.0,27.0,1478241855.0
544,408832.0,906.0,27.0,55.0,1478241512.0
545,408773.0,896.0,21.0,24.0,1478230366.0
546,408761.0,632.0,9.0,38.0,1478230041.0
547,408706.0,1383.0,52.0,33.0,1478211964.0
548,408646.0,217.0,0.0,39.0,1478205909.0
549,408645.0,122.0,4.0,23.0,1478205887.0
550,408581.0,495.0,13.0,26.0,1478192411.0
551,408495.0,109.0,3.0,17.0,1478169158.0
552,408447.0,393.0,5.0,54.0,1478165831.0
553,408436.0,16.0,1.0,33.0,1478165159.0
554,408294.0,810.0,9.0,71.0,1478154209.0
555,408213.0,989.0,30.0,49.0,1478123255.0
556,408134.0,740.0,20.0,29.0,1478112304.0
557,408112.0,808.0,36.0,52.0,1478112106.0
558,408074.0,495.0,12.0,44.0,1478110311.0
559,407952.0,698.0,13.0,55.0,1478080846.0
560,407912.0,357.0,2.0,32.0,1478076758.0
561,407840.0,518.0,8.0,42.0,1478068045.0
562,407795.0,1460.0,40.0,50.0,1478061258.0
563,407635.0,811.0,42.0,96.0,1478023136.0
564,407526.0,899.0,28.0,51.0,1478003420.0
565,407519.0,699.0,9.0,24.0,1478003315.0
566,407367.0,652.0,19.0,45.0,1477988938.0
567,407331.0,711.0,21.0,50.0,1477987801.0
568,407265.0,961.0,24.0,51.0,1477983594.0
569,407226.0,220.0,23.0,36.0,1477981461.0
570,407210.0,489.0,12.0,24.0,1477980986.0
571,407149.0,203.0,1.0,72.0,1477976382.0
572,407121.0,659.0,4.0,27.0,1477973839.0
573,407111.0,212.0,3.0,20.0,1477973022.0
574,407100.0,759.0,7.0,38.0,1477972495.0
575,406992.0,37.0,0.0,65.0,1477935009.0
576,406954.0,68.0,5.0,24.0,1477923549.0
577,406838.0,757.0,15.0,48.0,1477896421.0
578,406819.0,792.0,17.0,31.0,1477896132.0
579,406818.0,854.0,12.0,21.0,1477896116.0
580,406761.0,667.0,9.0,33.0,1477885045.0
581,406748.0,421.0,8.0,25.0,1477882839.0
582,406718.0,32.0,2.0,32.0,1477870020.0
583,406624.0,76.0,5.0,24.0,1477852746.0
584,406584.0,348.0,2.0,58.0,1477851461.0
585,406476.0,1276.0,43.0,67.0,1477837085.0
586,406474.0,974.0,34.0,25.0,1477837035.0
587,406404.0,692.0,4.0,45.0,1477815546.0
588,406325.0,795.0,25.0,29.0,1477792104.0
589,406323.0,892.0,9.0,31.0,1477791999.0
590,406252.0,1200.0,40.0,54.0,1477776515.0
591,406092.0,630.0,14.0,48.0,1477750354.0
592,406049.0,543.0,5.0,35.0,1477745556.0
593,406011.0,108.0,0.0,59.0,1477743808.0
594,405932.0,881.0,17.0,52.0,1477712743.0
595,405900.0,484.0,7.0,32.0,1477692599.0
596,405883.0,42.0,0.0,12.0,1477688340.0
597,405753.0,618.0,33.0,21.0,1477640912.0
598,405732.0,1153.0,39.0,31.0,1477640244.0
599,405687.0,1249.0,37.0,52.0,1477629658.0
600,405611.0,1072.0,30.0,43.0,1477597646.0
601,405530.0,1277.0,39.0,46.0,1477588378.0
602,405526.0,1084.0,29.0,32.0,1477588286.0
603,405418.0,56.0,2.0,43.0,1477562146.0
604,405337.0,594.0,15.0,46.0,1477551328.0
605,405332.0,672.0,14.0,30.0,1477551208.0
606,405230.0,803.0,19.0,57.0,1477510880.0
607,405181.0,427.0,5.0,55.0,1477508537.0
608,405107.0,505.0,3.0,68.0,1477499719.0
609,405023.0,128.0,5.0,33.0,1477483910.0
610,404964.0,304.0,7.0,64.0,1477480877.0
611,404916.0,834.0,10.0,48.0,1477474082.0
612,404849.0,319.0,15.0,58.0,1477466837.0
613,404843.0,101.0,2.0,18.0,1477466680.0
614,404794.0,214.0,5.0,19.0,1477455464.0
615,404783.0,108.0,1.0,15.0,1477453527.0
616,404741.0,60.0,2.0,15.0,1477427319.0
617,404664.0,958.0,28.0,42.0,1477419026.0
618,404606.0,807.0,8.0,45.0,1477415730.0
619,404596.0,585.0,24.0,50.0,1477415588.0
620,404481.0,181.0,4.0,62.0,1477399736.0
621,404458.0,90.0,4.0,29.0,1477397539.0
622,404435.0,644.0,27.0,24.0,1477395647.0
623,404364.0,1011.0,32.0,49.0,1477389019.0
624,404338.0,399.0,3.0,17.0,1477387742.0
625,404293.0,664.0,16.0,31.0,1477384240.0
626,404245.0,1008.0,10.0,37.0,1477380640.0
627,404212.0,985.0,23.0,28.0,1477379035.0
628,404166.0,1000.0,17.0,36.0,1477377037.0
629,404134.0,373.0,2.0,34.0,1477375368.0
630,404110.0,730.0,6.0,38.0,1477374476.0
631,404083.0,773.0,12.0,34.0,1477373435.0
632,404054.0,356.0,10.0,46.0,1477371772.0
633,404026.0,991.0,25.0,24.0,1477370209.0
634,403955.0,1036.0,35.0,43.0,1477344155.0
635,403918.0,186.0,3.0,30.0,1477335295.0
636,403825.0,637.0,20.0,32.0,1477313039.0
637,403709.0,570.0,8.0,32.0,1477299821.0
638,403658.0,999.0,11.0,51.0,1477297845.0
639,403634.0,334.0,3.0,26.0,1477296633.0
640,403605.0,1070.0,44.0,23.0,1477294830.0
641,403558.0,81.0,7.0,22.0,1477291331.0
642,403551.0,33.0,1.0,30.0,1477291095.0
643,403531.0,679.0,18.0,37.0,1477290220.0
644,403377.0,115.0,2.0,219.0,1477275993.0
645,403272.0,1014.0,27.0,61.0,1477250756.0
646,403183.0,408.0,12.0,49.0,1477238340.0
647,403150.0,558.0,12.0,44.0,1477236904.0
648,403089.0,124.0,6.0,33.0,1477214825.0
649,403055.0,52.0,3.0,22.0,1477209037.0
650,403039.0,75.0,1.0,27.0,1477207145.0
651,402922.0,120.0,0.0,84.0,1477170221.0
652,402878.0,792.0,14.0,42.0,1477168144.0
653,402845.0,489.0,19.0,24.0,1477164861.0
654,402812.0,713.0,20.0,39.0,1477163344.0
655,402765.0,299.0,4.0,31.0,1477160624.0
656,402717.0,486.0,4.0,43.0,1477156254.0
657,402616.0,810.0,16.0,86.0,1477138578.0
658,402572.0,556.0,12.0,27.0,1477132005.0
659,402518.0,571.0,4.0,40.0,1477125802.0
660,402484.0,971.0,31.0,47.0,1477123851.0
661,402440.0,779.0,5.0,30.0,1477116923.0
662,402402.0,526.0,18.0,35.0,1477111604.0
663,402351.0,930.0,47.0,39.0,1477085443.0
664,402263.0,475.0,25.0,32.0,1477068001.0
665,402253.0,342.0,0.0,34.0,1477067834.0
666,402033.0,1008.0,23.0,43.0,1477040407.0
667,401973.0,826.0,25.0,47.0,1477032563.0
668,401937.0,740.0,15.0,38.0,1477028779.0
669,401823.0,862.0,13.0,58.0,1476992684.0
670,401782.0,531.0,8.0,26.0,1476991151.0
671,401780.0,241.0,5.0,22.0,1476991126.0
672,401713.0,60.0,2.0,38.0,1476987437.0
673,401661.0,1036.0,33.0,34.0,1476982110.0
674,401598.0,61.0,1.0,20.0,1476979526.0
675,401582.0,187.0,0.0,77.0,1476979380.0
676,401527.0,612.0,10.0,60.0,1476976488.0
677,401448.0,660.0,15.0,30.0,1476969011.0
678,401300.0,553.0,32.0,65.0,1476955377.0
679,401246.0,501.0,12.0,48.0,1476947281.0
680,401109.0,932.0,23.0,51.0,1476912945.0
681,400998.0,666.0,13.0,57.0,1476908060.0
682,400997.0,640.0,9.0,33.0,1476908035.0
683,400946.0,903.0,12.0,42.0,1476906773.0
684,400943.0,212.0,6.0,55.0,1476906715.0
685,400846.0,603.0,6.0,44.0,1476892400.0
686,400723.0,345.0,2.0,34.0,1476882131.0
687,400701.0,304.0,21.0,39.0,1476881704.0
688,400642.0,794.0,25.0,52.0,1476878740.0
689,400625.0,370.0,4.0,34.0,1476878490.0
690,400521.0,863.0,20.0,75.0,1476860518.0
691,400440.0,401.0,0.0,21.0,1476851942.0
692,400417.0,381.0,11.0,18.0,1476839300.0
693,400390.0,298.0,4.0,39.0,1476833894.0
694,400364.0,531.0,12.0,92.0,1476828481.0
695,400299.0,600.0,19.0,37.0,1476816958.0
696,400230.0,947.0,30.0,53.0,1476812514.0
697,400160.0,74.0,2.0,56.0,1476804379.0
698,400137.0,627.0,17.0,32.0,1476802496.0
699,400066.0,456.0,6.0,44.0,1476794428.0
700,400040.0,397.0,6.0,35.0,1476793472.0
701,399959.0,929.0,23.0,45.0,1476781954.0
702,399881.0,415.0,9.0,51.0,1476775267.0
703,399816.0,493.0,10.0,33.0,1476770939.0
704,399762.0,603.0,9.0,54.0,1476766914.0
705,399728.0,520.0,7.0,33.0,1476764748.0
706,399713.0,438.0,8.0,29.0,1476763710.0
707,399689.0,990.0,26.0,42.0,1476760770.0
708,399567.0,1056.0,26.0,73.0,1476727699.0
709,399502.0,580.0,14.0,58.0,1476722633.0
710,399440.0,10.0,0.0,19.0,1476715966.0
711,399434.0,351.0,11.0,16.0,1476715886.0
712,399397.0,380.0,2.0,80.0,1476715150.0
713,399302.0,462.0,4.0,42.0,1476696755.0
714,399225.0,576.0,11.0,39.0,1476689370.0
715,399211.0,604.0,18.0,25.0,1476689033.0
716,399188.0,883.0,38.0,26.0,1476688601.0
717,399187.0,590.0,8.0,30.0,1476688585.0
718,399147.0,554.0,7.0,35.0,1476683502.0
719,399082.0,31.0,0.0,76.0,1476678690.0
720,399074.0,29.0,0.0,22.0,1476677748.0
721,398982.0,84.0,5.0,14.0,1476630977.0
722,398953.0,570.0,8.0,48.0,1476629633.0
723,398906.0,65.0,1.0,8.0,1476612520.0
724,398875.0,888.0,25.0,35.0,1476610212.0
725,398796.0,364.0,14.0,59.0,1476604403.0
726,398726.0,573.0,13.0,43.0,1476597454.0
727,398725.0,513.0,21.0,41.0,1476597379.0
728,398724.0,77.0,3.0,14.0,1476597334.0
729,398607.0,824.0,18.0,48.0,1476555652.0
730,398569.0,981.0,19.0,38.0,1476551606.0
731,398460.0,496.0,1.0,77.0,1476545228.0
732,398426.0,778.0,17.0,53.0,1476544612.0
733,398381.0,160.0,2.0,28.0,1476539938.0
734,398365.0,42.0,1.0,13.0,1476537188.0
735,398330.0,520.0,24.0,33.0,1476535394.0
736,398264.0,110.0,0.0,43.0,1476529513.0
737,398188.0,566.0,17.0,46.0,1476525504.0
738,398146.0,211.0,2.0,38.0,1476524229.0
739,398020.0,645.0,3.0,118.0,1476520572.0
740,397984.0,81.0,0.0,64.0,1476519145.0
741,397961.0,635.0,23.0,32.0,1476514920.0
742,397822.0,557.0,30.0,46.0,1476470940.0
743,397815.0,545.0,15.0,35.0,1476470835.0
744,397760.0,215.0,4.0,63.0,1476467924.0
745,397686.0,396.0,7.0,31.0,1476449789.0
746,397654.0,93.0,0.0,29.0,1476446566.0
747,397626.0,334.0,4.0,43.0,1476445330.0
748,397545.0,466.0,12.0,36.0,1476427512.0
749,397517.0,445.0,6.0,27.0,1476422975.0
750,397442.0,553.0,21.0,35.0,1476392626.0
751,397376.0,419.0,13.0,39.0,1476384124.0
752,397316.0,292.0,2.0,72.0,1476380761.0
753,397283.0,785.0,35.0,34.0,1476379524.0
754,397255.0,436.0,7.0,39.0,1476376974.0
755,397210.0,244.0,10.0,40.0,1476372777.0
756,397158.0,167.0,1.0,31.0,1476362312.0
757,397057.0,565.0,28.0,33.0,1476343846.0
758,397043.0,775.0,10.0,52.0,1476343499.0
759,396993.0,87.0,0.0,53.0,1476338596.0
760,396936.0,244.0,3.0,29.0,1476309324.0
761,396872.0,158.0,4.0,45.0,1476301560.0
762,396820.0,35.0,0.0,37.0,1476296701.0
763,396802.0,77.0,3.0,24.0,1476295845.0
764,396779.0,38.0,2.0,22.0,1476294111.0
765,396657.0,503.0,6.0,42.0,1476277154.0
766,396612.0,801.0,5.0,43.0,1476273262.0
767,396558.0,404.0,7.0,30.0,1476264381.0
768,396515.0,132.0,5.0,37.0,1476260162.0
769,396469.0,1058.0,26.0,61.0,1476256169.0
770,396420.0,722.0,22.0,44.0,1476250200.0
771,396383.0,1248.0,35.0,33.0,1476246366.0
772,396324.0,629.0,14.0,55.0,1476217507.0
773,396242.0,659.0,14.0,60.0,1476208282.0
774,396107.0,358.0,7.0,44.0,1476185646.0
775,396088.0,25.0,0.0,28.0,1476184118.0
776,395955.0,847.0,9.0,52.0,1476168905.0
777,395895.0,727.0,16.0,48.0,1476164383.0
778,395861.0,485.0,7.0,42.0,1476159327.0
779,395836.0,9.0,0.0,10.0,1476154551.0
780,395731.0,129.0,1.0,190.0,1476127546.0
781,395714.0,531.0,6.0,33.0,1476126848.0
782,395680.0,620.0,3.0,42.0,1476122571.0
783,395620.0,128.0,4.0,32.0,1476105701.0
784,395551.0,619.0,7.0,52.0,1476093859.0
785,395526.0,331.0,2.0,35.0,1476093178.0
786,395486.0,752.0,16.0,29.0,1476086345.0
787,395450.0,32.0,2.0,22.0,1476076523.0
788,395378.0,856.0,42.0,52.0,1476046957.0
789,395331.0,494.0,3.0,27.0,1476037983.0
790,395305.0,30.0,2.0,38.0,1476034580.0
791,395235.0,317.0,3.0,46.0,1476012640.0
792,394975.0,603.0,11.0,50.0,1475961420.0
793,394969.0,358.0,22.0,49.0,1475961152.0
794,394884.0,606.0,33.0,37.0,1475942589.0
795,394805.0,788.0,22.0,54.0,1475931157.0
796,394751.0,277.0,1.0,37.0,1475920627.0
797,394710.0,966.0,17.0,23.0,1475916261.0
798,394660.0,429.0,9.0,28.0,1475907882.0
799,394608.0,539.0,3.0,52.0,1475896543.0
800,394570.0,16.0,0.0,15.0,1475878829.0
801,394461.0,1063.0,23.0,75.0,1475868087.0
802,394414.0,480.0,6.0,48.0,1475865864.0
803,394341.0,722.0,5.0,36.0,1475851889.0
804,394287.0,430.0,4.0,44.0,1475845558.0
805,394231.0,223.0,5.0,29.0,1475832083.0
806,394130.0,830.0,11.0,73.0,1475806613.0
807,394008.0,343.0,7.0,53.0,1475786079.0
808,393860.0,638.0,7.0,60.0,1475774456.0
809,393859.0,583.0,14.0,27.0,1475774445.0
810,393858.0,740.0,13.0,57.0,1475774428.0
811,393783.0,43.0,0.0,38.0,1475763077.0
812,393522.0,148.0,0.0,123.0,1475687042.0
813,393473.0,718.0,20.0,38.0,1475681101.0
814,393381.0,718.0,21.0,45.0,1475670709.0
815,393343.0,110.0,2.0,40.0,1475668505.0
816,393315.0,778.0,29.0,43.0,1475666909.0
817,393252.0,1100.0,32.0,37.0,1475654426.0
818,393212.0,55.0,0.0,25.0,1475652399.0
819,393189.0,332.0,7.0,38.0,1475651960.0
820,393177.0,649.0,13.0,23.0,1475651615.0
821,393147.0,271.0,6.0,21.0,1475646426.0
822,392944.0,446.0,9.0,72.0,1475625593.0
823,392942.0,657.0,25.0,95.0,1475625442.0
824,392902.0,26.0,0.0,20.0,1475613235.0
825,392776.0,1502.0,50.0,50.0,1475603037.0
826,392775.0,950.0,42.0,43.0,1475603031.0
827,392658.0,155.0,0.0,44.0,1475594654.0
828,392628.0,120.0,7.0,52.0,1475592669.0
829,392505.0,969.0,44.0,62.0,1475565498.0
830,392431.0,870.0,31.0,46.0,1475550639.0
831,392408.0,556.0,8.0,29.0,1475549027.0
832,392404.0,660.0,19.0,19.0,1475548961.0
833,392401.0,823.0,20.0,15.0,1475548883.0
834,392247.0,773.0,15.0,57.0,1475503785.0
835,392179.0,707.0,10.0,33.0,1475497879.0
836,392171.0,828.0,10.0,30.0,1475497704.0
837,392136.0,852.0,9.0,31.0,1475495205.0
838,392103.0,39.0,2.0,17.0,1475485991.0
839,392032.0,229.0,2.0,39.0,1475475877.0
840,392011.0,74.0,0.0,31.0,1475474823.0
841,391849.0,740.0,13.0,62.0,1475442369.0
842,391781.0,422.0,4.0,49.0,1475439195.0
843,391716.0,287.0,4.0,132.0,1475437483.0
844,391652.0,1093.0,27.0,51.0,1475429265.0
845,391494.0,214.0,5.0,27.0,1475403670.0
846,391487.0,364.0,2.0,527.0,1475403608.0
847,391426.0,570.0,7.0,49.0,1475399421.0
848,391385.0,144.0,11.0,12.0,1475395283.0
849,391360.0,453.0,8.0,48.0,1475393924.0
850,391296.0,701.0,11.0,55.0,1475380785.0
851,391292.0,806.0,20.0,23.0,1475380528.0
852,391205.0,195.0,6.0,75.0,1475354928.0
853,391174.0,709.0,17.0,33.0,1475350590.0
854,391143.0,136.0,3.0,38.0,1475348836.0
855,391071.0,729.0,11.0,34.0,1475330104.0
856,390971.0,533.0,13.0,43.0,1475308268.0
857,390902.0,1044.0,22.0,40.0,1475300655.0
858,390877.0,963.0,23.0,34.0,1475297017.0
859,390791.0,854.0,24.0,39.0,1475260303.0
860,390741.0,21.0,0.0,24.0,1475253060.0
861,390668.0,75.0,1.0,28.0,1475242421.0
862,390623.0,1065.0,25.0,80.0,1475240064.0
863,390550.0,19.0,0.0,25.0,1475225367.0
864,390502.0,145.0,1.0,53.0,1475221462.0
865,390434.0,1641.0,78.0,69.0,1475216797.0
866,390375.0,823.0,12.0,40.0,1475211804.0
867,390374.0,583.0,29.0,36.0,1475211734.0
868,390347.0,155.0,2.0,13.0,1475207828.0
869,390305.0,198.0,2.0,86.0,1475202614.0
870,390291.0,651.0,17.0,22.0,1475202015.0
871,390247.0,174.0,3.0,34.0,1475181571.0
872,390183.0,914.0,39.0,70.0,1475175351.0
873,390093.0,373.0,12.0,39.0,1475142097.0
874,390029.0,480.0,0.0,53.0,1475124793.0
875,390022.0,55.0,1.0,12.0,1475122545.0
876,389976.0,83.0,1.0,35.0,1475093231.0
877,389919.0,759.0,12.0,39.0,1475084715.0
878,389852.0,517.0,20.0,48.0,1475070045.0
879,389766.0,301.0,6.0,48.0,1475059052.0
880,389734.0,409.0,10.0,56.0,1475055801.0
881,389661.0,681.0,21.0,40.0,1475044278.0
882,389605.0,744.0,18.0,48.0,1475035991.0
883,389591.0,491.0,15.0,27.0,1475035416.0
884,389516.0,433.0,3.0,55.0,1475005969.0
885,389456.0,554.0,8.0,42.0,1474999020.0
886,389370.0,1219.0,60.0,39.0,1474977212.0
887,389305.0,540.0,22.0,39.0,1474970886.0
888,389303.0,969.0,21.0,35.0,1474970816.0
889,389239.0,1193.0,46.0,25.0,1474958259.0
890,389189.0,1273.0,46.0,38.0,1474950809.0
891,389160.0,1200.0,62.0,37.0,1474948961.0
892,389036.0,638.0,15.0,58.0,1474912243.0
893,389019.0,377.0,7.0,33.0,1474912109.0
894,388897.0,54.0,3.0,50.0,1474881749.0
895,388848.0,27.0,0.0,15.0,1474875808.0
896,388825.0,611.0,8.0,33.0,1474874590.0
897,388739.0,795.0,44.0,43.0,1474869887.0
898,388735.0,288.0,2.0,29.0,1474869830.0
899,388734.0,316.0,5.0,44.0,1474869793.0
900,388733.0,185.0,9.0,20.0,1474869756.0
901,388690.0,963.0,45.0,34.0,1474839723.0
902,388583.0,115.0,1.0,32.0,1474798168.0
903,388475.0,404.0,13.0,46.0,1474787141.0
904,388432.0,1132.0,50.0,47.0,1474784006.0
905,388387.0,885.0,16.0,51.0,1474776745.0
906,388362.0,355.0,4.0,23.0,1474774624.0
907,388359.0,514.0,11.0,29.0,1474774475.0
908,388227.0,541.0,11.0,47.0,1474712073.0
909,388181.0,459.0,10.0,26.0,1474705837.0
910,388129.0,135.0,2.0,44.0,1474699241.0
911,388089.0,398.0,9.0,49.0,1474692800.0
912,388072.0,766.0,14.0,34.0,1474690255.0
913,387956.0,627.0,7.0,40.0,1474645460.0
914,387841.0,524.0,5.0,53.0,1474635735.0
915,387796.0,612.0,16.0,30.0,1474634619.0
916,387795.0,834.0,28.0,60.0,1474634608.0
917,387720.0,1227.0,25.0,69.0,1474626934.0
918,387659.0,637.0,16.0,65.0,1474620866.0
919,387582.0,152.0,1.0,31.0,1474611378.0
920,387538.0,366.0,14.0,33.0,1474595780.0
921,387481.0,632.0,17.0,29.0,1474571364.0
922,387418.0,824.0,15.0,48.0,1474561998.0
923,387323.0,1006.0,34.0,57.0,1474542157.0
924,387235.0,130.0,10.0,21.0,1474531307.0
925,387225.0,403.0,7.0,27.0,1474531048.0
926,387203.0,927.0,32.0,30.0,1474530537.0
927,387202.0,1303.0,34.0,27.0,1474530517.0
928,387158.0,653.0,11.0,41.0,1474524015.0
929,387135.0,757.0,15.0,22.0,1474518590.0
930,387051.0,481.0,2.0,32.0,1474487624.0
931,387033.0,48.0,1.0,11.0,1474486407.0
932,386998.0,1189.0,29.0,51.0,1474484644.0
933,386936.0,300.0,4.0,45.0,1474479844.0
934,386809.0,529.0,7.0,37.0,1474450929.0
935,386748.0,585.0,15.0,42.0,1474446146.0
936,386699.0,547.0,7.0,76.0,1474443958.0
937,386587.0,620.0,13.0,30.0,1474434728.0
938,386585.0,309.0,0.0,56.0,1474434719.0
939,386583.0,1028.0,44.0,17.0,1474434715.0
940,386572.0,1453.0,41.0,30.0,1474434625.0
941,386571.0,852.0,22.0,18.0,1474434584.0
942,386446.0,975.0,17.0,57.0,1474400867.0
943,386439.0,481.0,16.0,41.0,1474400701.0
944,386387.0,181.0,0.0,56.0,1474396529.0
945,386360.0,56.0,0.0,11.0,1474393980.0
946,386327.0,204.0,19.0,40.0,1474392947.0
947,386252.0,33.0,4.0,13.0,1474376651.0
948,386164.0,614.0,9.0,55.0,1474371330.0
949,386154.0,561.0,3.0,33.0,1474371165.0
950,386149.0,488.0,6.0,29.0,1474371074.0
951,386062.0,728.0,40.0,67.0,1474362169.0
952,386020.0,207.0,4.0,51.0,1474359163.0
953,385985.0,657.0,11.0,30.0,1474355747.0
954,385932.0,558.0,2.0,44.0,1474348867.0
955,385897.0,1015.0,33.0,33.0,1474340705.0
956,385821.0,649.0,19.0,43.0,1474318067.0
957,385732.0,92.0,1.0,87.0,1474315268.0
958,385566.0,379.0,6.0,62.0,1474283867.0
959,385541.0,28.0,0.0,10.0,1474281339.0
960,385479.0,322.0,6.0,31.0,1474274331.0
961,385439.0,481.0,15.0,31.0,1474272138.0
962,385382.0,643.0,11.0,63.0,1474271110.0
963,385377.0,37.0,0.0,34.0,1474270928.0
964,385358.0,185.0,1.0,26.0,1474270189.0
965,385315.0,775.0,29.0,35.0,1474266410.0
966,385291.0,525.0,12.0,16.0,1474265428.0
967,385275.0,1127.0,20.0,29.0,1474264937.0
968,385243.0,15.0,0.0,24.0,1474259923.0
969,385214.0,730.0,12.0,28.0,1474257241.0
970,385205.0,251.0,1.0,27.0,1474257069.0
971,385185.0,673.0,16.0,27.0,1474254843.0
972,385129.0,641.0,6.0,37.0,1474224236.0
973,385097.0,150.0,14.0,17.0,1474214696.0
974,385048.0,1396.0,45.0,32.0,1474202538.0
975,384989.0,285.0,2.0,51.0,1474192935.0
976,384869.0,84.0,1.0,64.0,1474170554.0
977,384842.0,188.0,0.0,59.0,1474168748.0
978,384839.0,730.0,18.0,28.0,1474168466.0
979,384764.0,633.0,16.0,41.0,1474134231.0
980,384657.0,796.0,25.0,49.0,1474116670.0
981,384646.0,634.0,23.0,34.0,1474115871.0
982,384560.0,849.0,37.0,50.0,1474106581.0
983,384555.0,518.0,12.0,18.0,1474106500.0
984,384499.0,456.0,3.0,33.0,1474103823.0
985,384495.0,999.0,22.0,34.0,1474103746.0
986,384444.0,951.0,19.0,37.0,1474090662.0
987,384296.0,1038.0,49.0,25.0,1474043955.0
988,384295.0,1049.0,18.0,58.0,1474043947.0
989,384192.0,493.0,8.0,59.0,1474029874.0
990,384133.0,511.0,17.0,38.0,1474022074.0
991,384095.0,359.0,7.0,50.0,1474020028.0
992,384021.0,508.0,10.0,32.0,1474010873.0
993,383966.0,339.0,7.0,22.0,1473997634.0
994,383914.0,487.0,11.0,38.0,1473978624.0
995,383877.0,491.0,11.0,51.0,1473974299.0
996,383796.0,402.0,4.0,50.0,1473964478.0
997,383713.0,694.0,13.0,69.0,1473954627.0
998,383612.0,119.0,1.0,72.0,1473947619.0
999,383567.0,716.0,17.0,49.0,1473947033.0
